country	pm_id	lr	url	comment
ES-CT	CCP	L	https://en.wikipedia.org/wiki/Catalunya_en_Comú–Podem	-
ES-CT	CSQP	L	https://en.wikipedia.org/wiki/Catalunya_Sí_que_es_Pot	-
ES-CT	CUP	LLF	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	CUP-NCG	L	https://ca.wikipedia.org/wiki/Candidatura_d'Unitat_Popular_-_Un_nou_cicle_per_guanyar	-
ES-CT	Cs	CR	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	ECP	L	https://en.wikipedia.org/wiki/En_Comú_Podem	-
ES-CT	ERC	CLL	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia	-
ES-CT	GP-CCP	L	https://en.wikipedia.org/wiki/Catalunya_en_Comú–Podem	-
ES-CT	GP-CSP	L	https://en.wikipedia.org/wiki/Catalunya_Sí_que_es_Pot	-
ES-CT	GP-CUP	LLF	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	GP-Cs	CR	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	GP-ECP	L	https://en.wikipedia.org/wiki/En_Comú_Podem	-
ES-CT	GP-ERC	CLL	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia	-
ES-CT	GP-GM	-	-	No Wikipedia website found for this party
ES-CT	GP-JxCAT	CRR	https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020)	-
ES-CT	GP-JxSi	BT	https://en.wikipedia.org/wiki/Junts_pel_Sí	-
ES-CT	GP-PPC	CRR	https://en.wikipedia.org/wiki/People's_Party_of_Catalonia	-
ES-CT	GP-PSC	CL	https://en.wikipedia.org/wiki/Socialists'_Party_of_Catalonia	-
ES-CT	GP-PSC-UNITS	C	https://en.wikipedia.org/wiki/United_to_Advance	It is hard to determine the political orientation of this parliamentary group since PSC is CL and UNITS is CCR. These two parties joined into a parliamentary group for 2017 and 2019 election mainly because they were both “centrist” and opposed Catalan independence. Therefore, we treat the parliamentary group as centre (C).
ES-CT	PSC-Units	-	-	-
ES-CT	GP-REP	-	-	No Wikipedia website found for this party
ES-CT	GP-VOX	RRF	https://es.wikipedia.org/wiki/Vox_Cataluña	-
ES-CT	Independent	-	-	No Wikipedia website found for this party
ES-CT	JuntsPelSí	-	-	-
ES-CT	JxCAT	CRR	https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020)	-
ES-CT	PDECAT	BT	https://en.wikipedia.org/wiki/Junts_pel_Sí	-
ES-CT	PP	CRR	https://en.wikipedia.org/wiki/People's_Party_of_Catalonia	-
ES-CT	PSC (PSC PSOE)	CL	https://en.wikipedia.org/wiki/Socialists'_Party_of_Catalonia	-
ES-CT	SCC	-	https://en.wikipedia.org/wiki/Societat_Civil_Catalana	Wikipedia does not treat this as a political party but rather as an organisation, therefore no political position is given.
ES-CT	VOX	RRF	https://es.wikipedia.org/wiki/Vox_Cataluña	-
