Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
TR	AliSahinMehmet	minister	2007-08-29	2009-05-01	25th cabinet	-	Adalet Bakanlığı	Ministry of Justice	https://en.wikipedia.org/wiki/List_of_Ministers_of_Justice_of_Turkey	-
TR	ErginSadullah	minister	2009-05-02	2011-03-08	25th cabinet	-	-	-	-	-
TR	KahramanAhmet	minister	2011-03-09	2011-07-06	25th cabinet	-	-	-	-	-
TR	ErginSadullah	minister	2011-07-07	2013-12-25	25th cabinet	-	-	-	-	-
TR	BozdagBekir	minister	2013-12-26	2015-03-06	25/26th cabinet	-	-	-	-	-
TR	IpekKenan	minister	2015-03-07	2015-11-24	26th cabinet	-	-	-	-	-
TR	BozdagBekir	minister	2015-11-25	2017-07-19	26/27th cabinet	-	-	-	-	-
TR	GulAbdulhamit	minister	2017-07-20	2022-01-28	27th cabinet + Erdogan president	-	-	-	-	-
TR	BozdagBekir	minister	2022-01-29	-	Erdogan president	-	-	-	-	-
TR	CubukcuNimet	minister	2007-08-29	2009-05-02	25th cabinet	-	Aile ve Sosyal Hizmetler Bakanlığı	Ministry of Family and Social Services	https://en.wikipedia.org/wiki/Ministry_of_Family_and_Social_Services	-
TR	KavafSelmaAliye	minister	2009-05-03	2011-07-06	25th cabinet	-	-	-	-	-
TR	SahinFatma	minister	2011-07-07	2013-12-25	25/26th cabinet	-	-	-	-	-
TR	IslamAysenur	minister	2013-12-26	2015-08-28	26th cabinet	-	-	-	-	-
TR	GurcanAysen	minister	2015-08-29	2015-11-17	26th cabinet	-	-	-	-	-
TR	RamazanogluSema	minister	2015-11-24	2016-05-24	26th cabinet	-	-	-	-	-
TR	SayanKayaFatmaBetul	minister	2016-05-25	2018-07-10	27th cabinet	-	-	-	-	-
TR	SelcukZehraZumrut	minister	2018-07-11	2021-04-21	27th cabinet + Erdogan president	-	-	-	-	-
TR	YanikDerya	minister	2021-04-22	-	Erdogan president	-	-	-	-	-
TR	CelikFaruk	minister	2007-08-29	2009-05-01	25th cabinet	-	Çalışma ve Sosyal Güvenlik Bakanlığı	Ministry of Labour and Social Security	https://en.wikipedia.org/wiki/Ministry_of_Labour_and_Social_Security_(Turkey)	-
TR	DincerOmar	minister	2009-05-02	2011-07-05	25th cabinet	-	-	-	-	-
TR	CelikFaruk	minister	2011-07-06	2015-08-28	25/26th cabinet	-	-	-	-	-
TR	ErdemAhmet	minister	2015-08-29	2015-11-17	26th cabinet	-	-	-	-	-
TR	SoyluSuleyman	minister	2015-11-24	2016-08-31	26th cabinet	-	-	-	-	-
